#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      292.1   605.3    74.4   143.5   167.5   245.4   279.4   299.0   313.7   331.2   354.3   392.2   591.1  8387.0 30520.2   4991.0     5000  1621777682258  1621777687592
read      323.9   397.6    74.4   134.6   163.4   289.1   355.6   391.9   416.6   445.0   481.8   530.9   637.0  5026.8 15998.8  10053.8    10000  1621777689096  1621777694408
read      370.6   329.5    74.4   132.7   165.7   338.5   419.6   466.6   499.0   535.3   580.0   640.9   798.6  4467.7 11893.3  15039.6    15000  1621777695910  1621777701175
read      410.6   352.3    74.4   135.2   175.7   381.7   474.3   522.7   558.1   598.3   652.0   733.0   928.8  3322.7 18144.1  19929.4    20000  1621777702677  1621777707950
read      441.1   247.3    74.4   137.0   179.1   432.3   528.5   575.6   609.3   648.0   698.0   771.7   927.7  1494.5  7919.9  24908.8    25000  1621777709452  1621777714732
read      422.3   297.4    63.8   128.9   163.2   395.6   496.9   549.7   588.6   635.8   696.5   786.0   978.2  2222.5 10045.4  30013.2    30000  1621777716235  1621777721494
read      445.5   366.3    68.9   131.1   167.6   414.4   515.3   571.9   613.2   664.4   733.6   843.1  1088.8  3011.9 13847.7  34943.4    35000  1621777722996  1621777728272
read      462.9   307.0    68.9   132.7   171.7   437.0   543.3   601.2   641.7   691.9   758.8   871.5  1140.6  1896.0 12156.8  39933.6    40000  1621777729774  1621777735044
read      457.0   307.0    68.9   130.1   167.3   429.4   533.1   589.8   631.9   683.1   755.0   877.8  1148.6  2099.6 12258.1  44998.7    45000  1621777736546  1621777741807
read      448.4   293.5    63.8   127.4   162.2   423.5   528.5   584.7   624.7   672.9   738.9   852.5  1125.2  1629.3 10034.7  50299.8    50000  1621777743309  1621777748589
read      469.0   330.9    68.9   133.4   173.4   448.9   557.0   614.1   653.1   697.6   752.8   852.4  1081.7  1647.5 15664.2  55028.6    55000  1621777750092  1621777755361
read      460.5   319.5    68.9   133.4   172.6   434.7   537.9   595.0   636.8   685.4   748.1   861.8  1122.1  1619.2 12520.3  59920.6    60000  1621777756863  1621777762121
read      466.1   355.8    63.8   136.9   179.6   441.3   538.2   592.6   631.4   678.6   743.3   862.7  1131.5  2574.6 13622.1  65063.2    65000  1621777763623  1621777768880
read      468.1   340.8    68.9   140.7   187.2   444.4   536.3   588.9   627.9   677.1   745.1   870.5  1141.6  1692.7 16272.4  69955.6    70000  1621777770382  1621777775653
read      449.1   312.6    63.8   141.3   182.9   416.0   501.7   551.3   593.5   652.1   743.7   888.8  1141.0  1658.0 12160.7  74942.4    75000  1621777777155  1621777782434
read      744.4   430.5    68.9   357.0   476.6   703.0   745.3   780.1   803.9   857.5  1077.4  1373.0  1568.3  3768.1 18383.2  79610.8    80000  1621777783936  1621777789195
read      834.5   429.6    74.4   650.1   671.7   753.3   788.2   804.6   830.8   868.1  1304.4  1468.2  1611.8  4269.1 19978.3  78817.4    85000  1621777790697  1621777795959
read      892.2   462.7    74.4   697.9   714.4   802.6   847.4   870.2   901.3   937.6  1353.4  1567.5  1739.1  4536.1 18914.1  73985.8    90000  1621777797461  1621777802718
read      828.8   418.2    86.8   629.5   653.8   743.3   786.6   808.3   844.2   898.1  1300.0  1455.6  1615.1  3781.7 17435.6  79348.6    95000  1621777804221  1621777809479
read      871.2   465.4    68.9   669.2   700.1   785.6   824.1   854.6   874.2   934.5  1345.7  1535.0  1717.6  3951.8 21012.7  75694.5   100000  1621777810981  1621777816232
read      843.6   400.9    63.8   653.4   678.8   763.4   797.4   822.0   850.5   893.4  1315.4  1483.2  1649.7  3691.7 17781.4  77913.2   105000  1621777817734  1621777823001
read      847.5   396.2    86.8   651.1   674.6   765.4   801.4   832.1   858.0   908.9  1326.5  1486.0  1656.8  3643.9 17761.8  77567.8   110000  1621777824504  1621777829758
read      833.3   439.2    68.9   646.8   666.3   752.4   788.3   805.2   832.4   868.6  1290.7  1463.3  1614.2  4412.3 20171.5  79126.8   115000  1621777831260  1621777836526
read      853.6   384.7    86.8   662.2   694.4   772.9   804.1   834.7   858.7   906.0  1338.1  1503.4  1666.8  3020.1 16686.1  76971.3   120000  1621777838029  1621777843285
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.53%,74.50%,100.00%
