#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      278.0   322.7    80.4   147.3   174.7   258.0   293.5   313.1   327.4   344.5   367.8   399.0   486.5  4213.5 17794.1   5051.4     5000  1621778761810  1621778767134
read      329.5   352.3    74.4   138.4   167.0   297.5   366.3   402.1   428.2   458.3   495.0   545.9   674.5  4679.2 17579.3   9957.6    10000  1621778768638  1621778773931
read      367.4   267.1    74.4   132.7   164.1   341.4   424.2   470.3   502.6   539.0   582.9   642.3   786.2  2767.1  9925.6  14862.2    15000  1621778775433  1621778780703
read      397.4   234.2    68.9   133.1   167.5   381.7   468.5   514.4   547.0   585.7   634.5   704.5   846.6  2477.6  8135.1  20040.8    20000  1621778782205  1621778787472
read      420.6   256.0    68.9   131.1   167.5   399.9   499.4   549.5   586.2   630.5   686.9   771.8   957.4  1341.8  8621.3  25038.2    25000  1621778788975  1621778794250
read      443.6   325.3    68.9   134.8   169.9   426.0   530.5   580.7   616.1   658.0   713.9   797.0   976.9  2835.2  9531.3  29900.4    30000  1621778795752  1621778801014
read      450.7   278.5    68.9   135.6   173.3   425.2   531.1   585.9   624.8   672.7   738.2   842.7  1073.5  1615.4  8899.2  35069.9    35000  1621778802517  1621778807773
read      455.2   322.6    68.9   134.5   172.9   429.5   536.5   593.6   634.5   682.5   745.6   848.7  1067.2  1530.6 12948.7  39872.4    40000  1621778809275  1621778814538
read      463.7   296.2    68.9   134.2   173.5   441.9   551.9   608.0   645.7   691.1   754.7   858.6  1082.4  1742.8  9831.7  44875.0    45000  1621778816040  1621778821294
read      452.1   263.6    63.8   130.4   166.1   430.3   536.9   591.9   630.4   678.1   741.7   851.3  1087.7  1464.3  7314.1  49977.5    50000  1621778822796  1621778828053
read      455.4   325.9    68.9   130.8   166.8   429.9   536.4   592.7   633.5   680.5   742.2   857.2  1101.9  1585.9 13499.7  54959.0    55000  1621778829555  1621778834815
read      462.9   323.3    68.9   134.3   174.1   438.2   540.2   594.6   634.5   681.9   745.4   865.7  1146.4  1796.0 12914.0  60046.0    60000  1621778836317  1621778841560
read      454.3   282.4    63.8   134.2   174.7   433.2   529.0   582.4   622.7   671.3   734.4   850.2  1103.8  1442.1  9388.0  65101.6    65000  1621778843062  1621778848333
read      457.7   317.7    63.8   137.4   179.7   431.7   524.8   578.1   618.5   669.0   738.8   865.9  1127.8  1585.2 12480.5  69831.4    70000  1621778849835  1621778855112
read      580.0   374.6    68.9   176.5   243.1   554.9   677.5   727.3   760.2   801.6   868.5  1055.3  1521.4  2660.7 13487.4  74979.8    75000  1621778856615  1621778861874
read      828.7   390.2    80.4   648.6   668.7   746.4   782.4   799.8   816.7   862.2  1300.6  1460.0  1605.8  3621.7 17702.6  78511.4    80000  1621778863375  1621778868632
read      821.4   400.3    63.8   639.2   656.7   740.6   778.4   798.0   814.5   861.9  1289.3  1447.5  1603.3  4082.4 15713.3  80014.0    85000  1621778870134  1621778875381
read      835.7   382.0    74.4   649.9   672.8   756.6   790.3   806.2   834.3   869.0  1300.7  1471.8  1616.5  3812.1 15465.4  78697.8    90000  1621778876882  1621778882130
read      803.0   393.0    63.8   615.6   644.6   723.1   755.2   783.6   801.3   851.7  1280.1  1415.6  1578.7  4143.3 16554.6  81882.6    95000  1621778883632  1621778888883
read      826.3   381.1    68.9   645.1   663.3   743.8   782.6   802.1   827.7   869.4  1292.2  1456.7  1611.6  4058.2 14376.7  79570.6   100000  1621778890386  1621778895666
read      861.8   417.9    80.4   667.6   698.2   779.9   810.2   842.8   863.2   910.9  1325.6  1524.3  1696.3  4750.3 18081.1  76377.4   105000  1621778897168  1621778902441
read      775.3   343.7    80.4   601.1   618.0   692.0   728.0   745.2   774.0   822.1  1248.1  1361.8  1492.6  3578.2 13442.8  84658.6   110000  1621778903943  1621778909209
read      815.2   372.9    74.4   643.7   657.3   733.2   767.6   790.9   805.5   854.9  1296.3  1438.8  1591.8  4170.1 13891.1  80580.4   115000  1621778910711  1621778915968
read      809.2   395.8    86.8   623.4   648.5   726.8   760.4   788.5   806.1   860.6  1293.9  1427.0  1581.5  4287.8 15869.9  81284.6   120000  1621778917470  1621778922740
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.64%,62.69%,100.00%
