#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      252.7   199.6    80.4   140.4   161.4   235.8   269.6   288.3   301.6   317.3   338.1   370.0   460.0  3421.7  8263.6   4853.4     5000  1621777922433  1621777927780
read      325.8   341.7    74.4   134.8   167.0   298.4   364.0   400.0   426.8   455.6   490.1   541.3   661.2  4014.1 13434.8   9990.8    10000  1621777929282  1621777934585
read      375.1   475.7    74.4   130.0   162.2   341.0   425.1   471.2   503.5   539.2   582.9   642.5   793.8  4362.4 30343.9  15049.8    15000  1621777936087  1621777941373
read      395.2   366.3    68.9   129.5   165.4   365.7   456.2   504.8   540.0   580.7   630.6   702.9   866.0  3983.0 15058.9  20021.8    20000  1621777942875  1621777948147
read      432.9   247.2    74.4   133.3   171.8   419.0   519.3   568.6   603.7   644.6   699.7   780.5   937.7  1256.5  8261.1  24876.3    25000  1621777949649  1621777954929
read      427.1   302.4    68.9   129.7   164.5   399.7   502.8   556.6   595.7   643.6   706.1   799.9  1007.6  1624.2 12925.5  29943.6    30000  1621777956431  1621777961716
read      437.2   286.1    68.9   132.0   167.1   411.1   516.8   571.3   610.7   658.5   721.7   815.9  1038.7  2164.3 10184.9  34896.4    35000  1621777963219  1621777968472
read      443.0   285.5    68.9   132.0   169.6   413.0   515.7   572.7   616.3   670.8   742.5   855.2  1080.4  1441.9  9778.9  39987.2    40000  1621777969974  1621777975235
read      446.7   294.6    68.9   129.8   166.4   417.1   520.7   577.1   618.6   670.7   743.8   862.8  1128.9  1513.2 12963.0  45177.4    45000  1621777976738  1621777981995
read      446.0   335.6    63.8   126.5   161.8   421.1   525.2   578.6   617.2   663.5   725.2   826.9  1081.9  2599.4 12233.4  49970.5    50000  1621777983497  1621777988756
read      434.0   252.8    68.9   125.4   160.9   414.7   517.1   572.4   609.8   651.4   707.9   803.7   989.7  1321.9  8285.1  55103.2    55000  1621777990258  1621777995513
read      451.9   293.3    68.9   131.2   169.4   429.2   526.1   579.9   618.6   665.7   734.3   862.7  1138.1  1498.0 12018.6  60134.0    60000  1621777997015  1621778002272
read      471.5   309.0    63.8   139.3   185.4   448.8   547.9   601.7   639.6   686.1   748.2   863.8  1125.0  2127.4 12635.9  65021.5    65000  1621778003774  1621778009026
read      464.5   292.8    68.9   142.2   189.3   442.0   532.8   584.5   623.4   671.7   738.4   864.7  1111.6  1490.2 11584.5  69920.2    70000  1621778010528  1621778015785
read      498.4   330.1    63.8   154.9   207.3   461.3   559.4   621.8   669.9   727.5   801.2   950.0  1319.2  1765.3 12841.4  75111.0    75000  1621778017288  1621778022553
read      843.1   371.2    74.4   652.3   676.3   763.1   798.0   824.2   852.3   897.5  1300.9  1480.7  1650.6  3809.4 15179.2  77536.9    80000  1621778024056  1621778029319
read      817.5   354.8    86.8   644.5   659.3   735.6   770.8   792.6   806.3   856.4  1304.8  1445.9  1589.5  3377.4 13235.0  80115.2    85000  1621778030822  1621778036077
read      849.0   381.7    74.4   653.2   679.2   768.9   803.1   833.3   856.9   900.2  1324.0  1493.0  1660.5  3853.2 15768.5  77482.9    90000  1621778037579  1621778042828
read      809.6   373.2    74.4   617.3   645.6   728.1   766.4   793.6   814.0   865.9  1290.0  1430.6  1590.8  3626.5 15810.1  81163.2    95000  1621778044331  1621778049583
read      879.4   432.3    59.1   691.5   708.5   795.0   835.7   859.8   878.1   928.7  1329.4  1552.1  1724.5  4373.0 19176.6  75018.0   100000  1621778051085  1621778056341
read      809.6   389.9    68.9   605.4   638.6   728.0   768.9   796.3   823.6   889.0  1290.6  1428.9  1597.3  3959.5 15535.8  81154.5   105000  1621778057843  1621778063104
read      834.3   384.7    68.9   645.6   662.4   749.0   792.0   817.4   848.6   894.4  1314.0  1470.0  1634.0  3117.8 16320.2  78770.1   110000  1621778064606  1621778069858
read      818.7   372.9    74.4   642.3   657.5   738.6   776.2   796.8   811.8   861.0  1297.0  1445.6  1597.7  3273.8 15327.1  80170.4   115000  1621778071360  1621778076616
read      845.5   357.9    80.4   650.6   673.4   764.2   801.3   833.2   860.0   913.7  1324.0  1486.5  1672.3  3013.2 13535.2  77607.5   120000  1621778078119  1621778083370
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 88.04%,67.17%,100.00%
