#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      294.1   558.2    80.4   150.6   181.4   266.1   302.0   322.9   338.7   358.8   385.6   423.3   527.5  4889.7 36205.9   4926.0     5000  1621778521942  1621778527265
read      343.2   218.8    74.4   140.5   174.7   318.9   392.8   430.7   457.6   488.1   525.7   581.0   706.0  2032.0  8784.0  10058.0    10000  1621778528767  1621778534064
read      388.9   315.6    68.9   136.8   172.7   352.7   441.6   492.2   528.5   571.0   624.9   704.4   886.0  3145.0 12239.0  15074.0    15000  1621778535566  1621778540830
read      421.5   220.6    68.9   135.6   175.0   404.6   498.0   547.9   583.8   625.6   677.3   753.1   928.2  1600.6  5524.4  20072.8    20000  1621778542332  1621778547619
read      438.6   280.3    74.4   135.2   173.4   422.0   521.4   573.7   611.4   655.5   712.3   796.0   971.0  1458.1 12570.4  24888.4    25000  1621778549121  1621778554406
read      453.9   301.0    68.9   136.8   173.9   437.1   544.0   594.3   631.4   675.6   734.1   825.1  1021.2  1981.5 13173.7  30006.8    30000  1621778555907  1621778561165
read      457.3   289.3    68.9   138.2   176.5   438.2   548.0   600.8   637.3   680.4   736.7   830.4  1013.9  2226.0  8842.2  34965.8    35000  1621778562666  1621778567936
read      458.2   333.2    68.9   136.0   174.8   436.5   544.7   598.0   635.1   680.3   740.5   837.4  1045.9  1720.9 12922.4  39949.2    40000  1621778569438  1621778574733
read      460.2   308.9    63.8   132.2   168.7   437.0   544.5   600.0   638.6   686.2   749.7   858.8  1111.5  1689.2 11155.7  45069.0    45000  1621778576236  1621778581498
read      453.0   294.7    68.9   130.6   165.3   426.7   530.9   587.8   628.9   678.8   745.6   864.9  1129.4  1631.5  9444.5  49951.2    50000  1621778583001  1621778588276
read      458.6   307.3    68.9   131.4   166.7   428.1   531.7   587.8   629.3   680.2   753.5   900.2  1232.8  1602.4 10872.6  54978.2    55000  1621778589779  1621778595037
read      466.5   296.0    63.8   134.3   172.5   439.8   544.5   605.3   648.7   699.4   764.4   879.7  1155.2  1609.4 10165.4  59846.2    60000  1621778596539  1621778601788
read      459.5   272.7    63.8   136.8   177.5   434.9   535.2   591.4   633.9   681.8   743.9   867.2  1111.6  1488.2  9226.1  64930.8    65000  1621778603291  1621778608552
read      460.7   300.6    63.8   138.7   182.7   434.4   529.7   582.0   621.9   674.1   747.3   870.2  1133.9  1558.5 12334.7  69866.0    70000  1621778610054  1621778615310
read      498.1   306.1    63.8   152.0   206.8   467.5   571.0   630.4   674.2   726.3   793.5   925.6  1282.5  1738.6 10871.7  74914.2    75000  1621778616824  1621778622083
read      563.1   357.7    68.9   199.8   266.1   537.4   630.8   677.9   714.4   762.9   848.3  1051.1  1380.0  1973.0 16089.6  79896.8    80000  1621778623586  1621778628843
read      845.2   384.6    74.4   654.7   686.3   764.0   797.2   821.0   850.9   901.3  1319.1  1484.0  1648.2  2980.2 15193.1  77661.3    85000  1621778630345  1621778635608
read      815.4   406.4    68.9   632.3   653.1   731.5   767.2   793.0   810.0   868.1  1298.7  1439.3  1600.9  3563.6 17430.4  80608.0    90000  1621778637111  1621778642372
read      809.3   413.1    68.9   618.0   645.8   727.3   764.1   791.7   809.0   863.6  1284.6  1425.9  1594.4  3791.8 18152.4  81261.2    95000  1621778643875  1621778649132
read      805.5   383.2    68.9   611.7   641.7   726.4   765.2   792.3   810.0   861.8  1269.3  1424.1  1593.8  2716.9 16868.4  81455.2   100000  1621778650634  1621778655885
read      814.6   383.9    63.8   617.8   646.7   730.3   770.7   797.7   825.7   881.1  1297.8  1435.7  1603.4  4179.8 15882.2  80605.8   105000  1621778657387  1621778662659
read      832.2   391.8    74.4   644.0   659.4   744.3   788.6   813.5   848.6   905.9  1316.8  1461.5  1635.2  3138.9 16890.6  78935.2   110000  1621778664161  1621778669419
read      842.4   381.6    74.4   650.6   676.5   760.4   796.3   821.1   851.1   901.6  1318.2  1479.9  1660.0  3468.1 16074.0  77907.0   115000  1621778670921  1621778676167
read      837.5   400.5    74.4   626.0   652.4   746.5   796.1   833.5   866.4   941.3  1311.1  1463.3  1689.5  3528.3 15633.9  78447.6   120000  1621778677669  1621778682933
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.69%,70.35%,100.00%
