#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      246.0   406.3    80.4   141.2   163.1   230.4   256.9   271.0   281.1   292.2   308.0   335.1   403.9  3477.1 30541.8   4937.2     5000  1621776542343  1621776547664
read      279.7   274.4    74.4   130.0   152.8   265.6   305.2   326.9   342.7   362.2   388.1   433.9   589.0  3859.7 11064.4  10043.2    10000  1621776549167  1621776554481
read      298.4   270.6    74.4   121.5   143.4   272.9   328.4   359.4   381.1   406.9   443.0   514.3   743.0  5205.9  8683.5  14952.2    15000  1621776555983  1621776561245
read      304.3   218.0    68.9   118.0   138.9   276.1   336.4   372.9   399.8   431.3   470.1   549.8   890.3  1330.0  8530.4  19991.8    20000  1621776562748  1621776568024
read      321.1   224.7    68.9   117.1   138.1   293.7   355.4   393.5   422.8   458.1   503.0   582.0   994.4  2038.4  8305.1  24942.0    25000  1621776569527  1621776574804
read      341.3   385.2    68.9   116.9   137.7   300.1   364.5   404.4   436.6   477.8   531.4   640.3  1208.5  3553.6 13062.0  30019.8    30000  1621776576306  1621776581568
read      341.2   285.3    68.9   118.1   139.2   308.9   371.9   409.1   439.4   479.1   529.1   615.5  1271.2  2007.2 10119.0  35058.4    35000  1621776583071  1621776588322
read      341.4   252.4    68.9   116.4   137.0   310.4   377.6   416.3   446.0   483.8   531.6   611.6  1365.2  1767.3  7787.3  39835.4    40000  1621776589824  1621776595093
read      354.8   271.2    68.9   117.9   139.3   318.3   389.1   429.0   461.8   501.6   551.0   638.1  1524.2  2164.8  8699.3  44838.0    45000  1621776596603  1621776601863
read      359.7   285.4    68.9   118.0   139.0   316.3   391.2   435.3   470.2   512.2   568.1   670.9  1617.5  2212.7  7003.7  49907.8    50000  1621776603366  1621776608618
read      347.8   260.0    68.9   116.1   136.6   310.9   384.0   426.9   461.0   501.2   550.3   632.6  1612.6  2374.7  5503.1  55236.8    55000  1621776610122  1621776615377
read      341.7   292.2    63.8   113.3   132.4   295.8   371.5   415.3   449.2   491.1   544.8   637.9  1629.8  2497.4  8798.8  59831.4    60000  1621776616879  1621776622133
read      343.0   300.7    63.8   113.6   133.6   302.9   376.6   419.6   452.9   493.1   544.9   633.3  1620.8  2478.5  7704.9  64881.0    65000  1621776623635  1621776628895
read      335.0   268.5    63.8   112.7   131.9   293.3   363.0   404.0   437.2   480.4   536.7   623.5  1635.8  2536.6  5401.5  70048.2    70000  1621776630397  1621776635651
read      334.4   278.5    63.8   112.5   131.4   295.1   365.6   406.0   439.1   480.6   536.5   619.8  1528.2  2747.2  7762.7  74985.2    75000  1621776637153  1621776642410
read      337.0   310.2    68.9   112.7   131.1   288.4   357.6   401.6   439.1   485.8   544.6   638.1  1662.3  3187.1  8936.3  79923.0    80000  1621776643913  1621776649176
read      337.3   286.1    63.8   113.7   134.1   299.5   369.1   410.4   442.9   483.8   541.9   630.3  1182.1  3190.9  7294.5  85197.0    85000  1621776650678  1621776655939
read      335.2   285.9    63.8   113.9   134.2   294.8   364.0   405.3   440.8   484.7   543.9   637.6  1102.3  3147.1  7640.5  89924.6    90000  1621776657441  1621776662694
read      341.4   300.4    63.8   115.9   136.7   293.4   364.5   410.5   448.6   494.6   553.6   646.7  1464.0  3463.5  7125.3  94833.0    95000  1621776664196  1621776669450
read      335.5   285.6    63.8   116.6   139.1   302.4   370.6   411.6   444.0   485.9   545.3   636.1   851.0  3104.2  8062.7  99802.8   100000  1621776670953  1621776676207
read      332.7   261.5    63.8   117.9   140.1   296.0   361.6   401.1   434.6   478.6   541.2   636.8   866.0  3103.3  6232.2 104867.2   105000  1621776677709  1621776682988
read      327.7   289.3    63.8   118.5   141.0   291.2   358.1   399.9   433.7   476.9   537.3   627.7   833.8  2755.9  8225.2 110035.4   110000  1621776684490  1621776689745
read      324.6   249.3    63.8   119.8   142.7   291.9   355.4   395.6   429.0   472.8   532.4   620.8   810.4  2704.1  4905.0 115075.0   115000  1621776691248  1621776696536
read      328.3   218.3    63.8   124.9   149.5   298.9   363.5   403.1   436.8   479.3   537.3   624.3   796.1  1820.2  5949.5 120087.2   120000  1621776698039  1621776703300
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.60%,67.00%,100.00%
