1621350525
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      268.6   244.5    59.1   101.0   118.8   233.3   292.3   328.2   354.8   390.0   442.1   539.5   720.2  2267.6  8996.1  29950.5    30000
read      265.9   248.7    54.7    99.8   116.9   230.2   285.1   321.8   352.0   390.7   443.3   533.3   696.7  2769.4  9724.9  29976.9    30010
read      290.6   281.0    59.1   102.7   122.1   252.7   315.9   354.7   384.8   423.3   477.2   575.8   789.6  3247.7 10696.7  29984.0    30020
read      299.0   269.3    59.1   105.7   125.1   264.9   328.1   368.1   400.3   438.8   492.8   586.8   790.6  3159.7 10241.2  30062.3    30030
read      303.8   352.0    59.1   102.7   121.1   258.1   320.2   361.0   394.5   439.8   498.9   593.4   836.9  5467.5 12092.9  30020.8    30040
read      405.6   660.9    63.8   107.9   132.1   300.6   369.1   408.8   443.6   492.9   572.4   742.0  3344.3  7190.7 17203.7  30121.0    30050
read      582.8   869.4    63.8   131.1   164.8   340.1   417.2   477.0   536.6   630.3   845.0  3128.4  3901.2  7141.0 15812.3  30099.2    30060
read      592.8   923.4    63.8   130.6   163.4   332.8   407.7   469.5   531.0   624.6   900.5  3235.7  4146.8  7812.8 17998.5  30071.7    30070
read      584.8   880.2    63.8   132.9   166.1   338.3   409.8   466.6   526.3   619.1   852.8  3263.6  4045.8  6832.9 15549.0  30169.8    30080
read      591.7   864.6    63.8   139.7   178.9   366.1   436.8   490.8   544.0   634.8   800.3  3262.8  3872.4  6383.5 16387.4  30063.8    30090
read      591.4   899.3    63.8   133.9   168.7   346.7   417.2   475.6   539.7   639.0   829.7  3302.0  4036.5  6838.2 16577.7  30046.7    30100
read      601.6   956.3    63.8   127.2   155.8   315.6   396.3   465.4   532.2   623.7   973.5  3487.7  4283.1  7391.4 15966.6  30045.2    30110
read      607.2  1001.8    63.8   127.0   154.4   309.1   391.6   461.8   528.6   619.1   991.2  3549.2  4440.0  7980.9 19095.3  30139.3    30120
read      594.9   959.5    63.8   129.2   157.7   318.4   400.3   468.8   535.4   627.6   901.1  3518.7  4230.9  7786.0 17512.4  30160.9    30130
read      598.2   953.3    63.8   129.1   157.1   314.7   400.3   469.4   536.1   629.1   941.6  3545.4  4228.3  6493.9 15944.0  30090.1    30140
read      597.0   977.8    63.8   129.6   158.4   315.4   391.8   459.0   529.0   628.6   940.2  3577.0  4265.1  7385.4 17620.5  30257.8    30150
read      491.3   804.9    63.8   120.1   147.7   313.7   389.3   438.8   484.3   547.8   658.3  1094.3  4053.2  7720.7 16969.2  30176.8    30160
read      277.4   251.2    59.1   104.5   121.8   243.5   307.1   345.5   375.7   411.6   454.7   519.6   681.4  3306.6  8625.2  30155.7    30170
read      276.9   233.7    59.1   104.9   122.6   242.9   307.7   345.6   375.5   412.6   459.3   525.9   685.0  2734.8  8379.4  30227.5    30180
read      273.3   226.2    59.1   104.9   122.9   239.5   305.3   342.1   370.8   405.5   451.6   519.5   676.1  2014.7  8981.4  30141.1    30190
read      269.9   227.4    59.1   106.0   123.3   235.3   296.8   334.9   362.8   396.7   441.6   508.1   669.9  2414.0  8380.4  30183.8    30200
read      271.0   235.2    59.1   106.6   124.0   236.6   298.2   335.7   363.1   396.3   441.4   513.0   680.8  2381.2  8827.4  30182.9    30210
read      272.8   233.5    59.1   106.2   124.7   241.3   300.2   337.4   363.9   396.1   440.6   512.2   682.5  2519.9  8735.1  30263.5    30220
read      269.7   221.3    54.7   106.3   124.0   241.0   299.3   335.1   361.8   393.9   435.4   505.4   671.7  1822.3  9462.3  30177.3    30230
read      257.4   224.5    59.1   105.6   122.1   225.5   283.8   319.2   344.8   375.0   415.3   480.9   629.2  2141.0  8749.6  30250.5    30240
read      252.3   206.8    59.1   105.5   121.0   222.8   275.5   308.7   334.5   367.1   408.6   473.1   626.6  1861.2  8864.2  30237.2    30250
