1621351167
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      243.6   208.4    59.1   105.3   121.1   215.6   261.9   293.4   318.3   347.1   386.7   452.8   606.1  2035.5  9356.0  29977.6    30000
read      240.3   213.7    59.1   104.0   118.9   209.7   257.2   287.9   311.4   340.3   379.4   444.4   614.4  2754.2  8089.1  30037.7    30010
read      280.7   424.5    63.8   104.8   119.8   227.7   281.6   317.6   345.7   378.6   422.3   500.1   855.1  6470.4 14666.5  30035.6    30020
read      529.5   937.0    63.8   127.3   157.8   336.8   414.2   474.8   533.2   622.3   780.5  1256.5  4903.6 12029.8 22046.7  29986.9    30030
read      482.1   853.1    63.8   119.6   145.8   312.8   386.7   435.1   483.3   559.7   706.0  1205.4  4525.7  9061.7 20400.6  30013.8    30040
read      505.5   933.6    63.8   119.5   145.6   309.5   382.9   438.1   494.7   584.0   748.8  1325.0  4717.6 12246.4 20417.8  30086.8    30050
read      517.4   921.6    63.8   123.6   151.3   315.9   392.1   452.0   509.4   600.7   792.7  1375.4  4799.4 10413.0 20892.2  30065.9    30060
read      508.6   925.1    63.8   117.3   141.7   297.4   372.4   433.3   495.5   583.1   798.3  1464.1  4505.2 10640.1 20391.4  30066.3    30070
read      503.1   867.3    63.8   122.3   150.0   321.6   397.7   452.2   506.5   596.4   773.2  1449.8  4278.5 10741.1 20347.3  30097.8    30080
read      512.7   909.1    63.8   121.1   148.0   315.4   392.3   451.5   510.4   602.6   801.9  1543.6  4315.1 12412.1 20410.5  30044.2    30090
read      529.1   970.1    63.8   123.4   151.7   321.5   397.8   458.7   520.9   616.4   820.5  1604.2  4340.0 13209.6 20600.7  30116.1    30100
read      535.6   961.0    63.8   124.8   153.6   321.2   400.7   463.9   528.9   627.0   871.0  1682.8  4321.4 12884.0 20449.8  30057.3    30110
read      531.9   976.9    63.8   122.7   151.1   317.6   395.5   457.5   521.1   619.7   847.2  1718.0  4320.7 15196.2 24102.5  30178.6    30120
read      546.9  1049.8    63.8   117.5   141.8   288.3   368.3   436.6   502.7   611.7  1065.3  1844.8  4383.6 15835.9 24339.2  30096.6    30130
read      248.1   379.0    59.1    98.9   111.8   205.3   253.6   282.4   304.3   333.5   371.9   435.2   757.5  5812.3 12513.9  30150.7    30140
read      208.8   209.7    59.1    96.8   107.9   181.2   222.5   248.0   268.4   293.8   326.5   374.5   531.2  2358.5  9463.2  30172.6    30150
read      206.8   182.2    59.1    96.5   107.5   180.3   221.3   247.3   268.1   293.4   326.5   376.3   518.8  1865.6  8105.3  30201.1    30160
read      207.0   179.8    59.1    95.5   107.1   181.5   221.4   247.2   267.9   292.9   325.7   376.0   525.5  1854.5  7958.2  30251.2    30170
read      201.5   194.5    59.1    94.5   104.9   175.3   216.2   241.6   261.3   285.3   316.1   364.9   496.7  1820.0  7806.0  30184.3    30180
