1621352771
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      235.9   210.7    59.1    97.4   113.3   210.1   256.4   285.3   308.1   337.1   375.3   435.5   588.1  2158.0  8518.0  29891.4    30000
read      222.4   221.3    54.7    95.9   109.8   196.0   239.0   265.2   286.0   313.7   351.1   407.8   563.3  2436.4  8127.1  30020.6    30010
read      270.5   472.2    63.8    95.9   109.1   205.9   261.9   295.5   322.6   356.2   399.6   486.4  1267.0  7052.9 15780.8  30045.7    30020
read      458.8   753.9    63.8   106.2   125.6   275.1   344.0   390.8   435.9   508.3   635.9  2048.9  4110.2  6985.8 15225.0  29978.1    30030
read      561.5   815.1    63.8   129.3   159.4   326.8   401.4   464.7   529.9   628.2   948.3  2605.7  4194.8  5957.0 13683.3  30057.4    30040
read      554.5   828.0    63.8   123.2   150.8   309.3   386.4   454.0   518.9   615.4  1037.3  2456.0  4250.4  5915.4 15437.1  30016.8    30050
read      551.6   782.1    63.8   128.8   160.2   331.4   405.8   469.8   535.0   636.0   975.6  2261.8  4144.8  7056.8 13539.4  30077.1    30060
read      540.5   757.1    59.1   128.5   159.6   333.6   407.8   467.5   532.0   633.5   931.0  2107.1  4065.3  6435.0 14712.1  30055.9    30070
read      523.6   732.2    63.8   123.1   151.6   316.2   393.9   457.5   519.4   618.6  1024.5  1974.4  4044.5  5912.6 13290.0  30094.6    30080
read      518.0   729.5    63.8   122.4   150.8   318.6   396.1   458.8   522.1   622.6  1018.8  1847.7  4025.7  6361.8 15884.0  30069.9    30090
read      503.2   775.9    63.8   116.4   141.1   299.8   373.4   435.8   499.4   599.7  1007.9  1722.6  4141.8  7430.3 19449.8  30068.4    30100
read      487.8   731.2    63.8   118.3   143.4   304.5   374.4   438.0   505.7   604.4   848.3  1588.2  4075.2  6338.2 18655.8  30114.4    30110
read      487.0   758.5    63.8   118.4   143.3   299.8   369.8   432.6   499.0   595.6   859.0  1482.4  4208.3  7532.3 19138.4  30140.5    30120
read      474.9   790.7    63.8   116.8   141.2   295.7   364.8   422.6   482.4   575.6   745.3  1367.4  4366.4  7763.8 19750.0  30149.3    30130
read      360.3   625.5    59.1   107.1   124.2   242.9   309.1   345.6   376.6   426.5   516.5   796.5  3836.9  6694.3 19083.5  30139.0    30140
read      223.8   186.3    59.1   103.2   116.5   196.8   240.5   269.0   291.0   317.1   350.4   403.9   537.8  2142.2  7565.1  30141.2    30150
read      240.8   216.8    59.1   105.2   121.2   214.3   258.7   289.6   313.8   342.4   378.7   436.3   579.6  1924.8  9244.5  30135.2    30160
