1621326399
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      290.0   236.7    74.4   130.3   146.6   259.6   316.4   350.5   376.6   408.6   452.5   519.9   698.1  2715.2  8574.8  29975.1    30000
read      278.8   260.8    74.4   129.4   144.9   248.7   301.8   332.7   355.7   383.7   421.1   482.9   651.5  3243.7 10522.1  30031.6    30010
read      504.1   699.6    74.4   148.7   172.7   327.0   422.7   488.7   544.3   629.1   835.6  1474.0  3318.7  7784.1 16918.8  30003.4    30020
read      556.6   762.0    74.4   151.0   176.0   333.8   433.3   498.7   553.6   643.4  1004.3  2414.8  3904.5  6510.7 15155.4  30024.8    30030
read      563.6   763.9    80.4   155.2   181.5   341.6   441.4   510.5   569.2   657.0   976.8  2418.2  3864.1  6689.2 14362.5  30091.7    30040
read      410.5   602.3    74.4   133.9   151.5   273.3   340.2   385.8   423.3   474.3   560.1  1078.1  3061.2  5584.2 13337.3  30072.2    30050
read      268.1   245.6    74.4   127.7   143.7   239.5   288.8   318.0   340.8   368.0   402.1   462.7   634.5  2479.0 10820.3  30079.3    30060
read      264.2   239.1    74.4   127.5   142.0   235.7   286.0   315.3   337.5   364.2   399.2   457.2   625.5  2351.8 10100.2  30109.9    30070
read      251.4   219.9    68.9   125.3   139.3   224.7   269.4   296.6   318.0   343.6   376.3   430.4   580.2  2536.2  8558.0  30054.2    30080
read      249.8   232.0    74.4   124.7   138.0   222.4   267.4   294.5   315.5   341.2   373.9   426.9   577.6  2783.8  9104.8  30092.5    30090
read      260.1   225.7    74.4   128.1   142.8   231.2   277.6   307.3   329.8   357.3   393.5   450.9   613.7  2440.1  8786.1  30102.8    30100
read      255.1   209.8    68.9   125.7   140.2   228.6   273.5   300.9   321.8   348.5   383.4   439.7   611.2  2416.6  8424.8  30077.0    30110
read      256.6   248.5    68.9   123.3   139.3   229.2   273.3   299.8   319.8   345.0   379.8   435.6   621.4  3044.5  9973.9  30102.5    30120
read      246.4   226.9    74.4   123.5   135.9   219.6   265.1   291.2   311.5   336.8   369.6   425.8   577.7  2359.8  8613.4  30067.8    30130
read      248.4   228.1    68.9   124.5   138.4   222.2   266.4   291.9   311.6   335.8   368.2   422.7   586.9  2647.2  9600.0  30168.1    30140
read      245.3   235.2    68.9   123.2   137.0   219.3   262.4   287.7   307.1   331.2   362.9   413.6   575.0  2800.2  9245.9  30168.2    30150
read      235.7   221.7    74.4   122.2   135.1   209.6   249.9   274.2   293.5   317.5   349.5   398.4   534.3  2503.9  9306.2  30165.9    30160
read      236.9   227.9    74.4   122.1   135.1   208.5   249.6   275.5   296.2   320.4   353.9   402.3   544.8  2910.2  9472.6  30193.7    30170
read      248.7   227.7    74.4   123.7   137.6   220.2   266.6   294.1   314.8   339.9   373.0   426.7   591.7  2479.6  9044.9  30232.9    30180
read      249.2   256.0    74.4   122.1   136.2   220.9   267.3   295.0   315.8   341.4   374.4   427.8   593.9  2363.5  9290.9  30220.3    30190
read      240.4   212.4    68.9   122.7   136.0   214.7   256.5   282.1   301.6   325.7   358.1   407.6   567.6  2128.1  8296.8  30183.9    30200
