#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      416.0   591.6    68.9   118.6   141.9   345.4   427.5   479.3   520.3   571.3   642.0   870.3  1580.2  6951.6 30500.9  30355.2    30360  1622071731006  1622071741268
read      427.1   648.2    68.9   119.2   143.1   343.1   428.6   483.6   527.4   584.6   685.8  1078.5  1586.4  6501.3 31334.5  30333.7    30370  1622071742770  1622071753027
read      414.6   477.6    68.9   126.1   149.2   346.0   433.1   486.5   528.4   582.3   670.6   933.6  1596.6  4266.0 16376.5  30428.6    30380  1622071754529  1622071764793
read      390.3   314.0    74.4   126.9   153.1   348.8   424.6   471.4   508.0   553.6   616.9   763.9  1345.6  2576.6 10802.4  30320.8    30390  1622071766295  1622071776549
read      397.5   437.0    68.9   123.5   148.2   339.5   421.4   470.8   509.1   559.7   633.5   832.6  1424.1  5715.9 13351.6  30313.1    30400  1622071778051  1622071788307
read      386.7   310.6    68.9   124.9   151.0   345.4   423.4   470.5   506.5   550.7   614.3   750.4  1327.3  2747.2  9402.3  30389.1    30410  1622071789808  1622071800059
read      374.4   314.8    68.9   123.8   146.9   328.7   403.3   451.6   488.2   533.3   595.5   759.1  1301.0  3246.2 10368.9  30316.1    30420  1622071801561  1622071811816
read      400.3   308.0    68.9   128.6   156.5   359.5   436.9   485.4   522.1   568.7   632.2   780.5  1366.0  2497.9  9464.5  30371.3    30430  1622071813320  1622071823581
read      392.5   307.8    68.9   125.3   153.3   353.7   429.5   475.7   510.9   555.2   616.4   756.2  1350.8  2673.5  8729.6  30421.4    30440  1622071825083  1622071835333
read      396.4   382.2    74.4   126.9   153.8   351.4   427.5   474.1   511.4   557.4   621.9   774.6  1375.7  3275.2 12583.2  30433.7    30450  1622071836835  1622071847099
