Random waveform, supplied seed
Total number of intervals = 360 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676, 69604, 99682, 97693, 17381, 40069, 8841, 56576, 21599, 53003, 19831, 80340, 28765, 25572, 37071, 75819, 44359, 95960, 59630, 47930, 65545, 94038, 51806, 48712, 13115, 76569, 19372, 59331, 62597, 37702, 41975, 26100, 82500, 50756, 66696, 53364, 10413, 64876, 69079, 19447, 81182, 25265, 9699, 48659, 75126, 96559, 55885, 9039, 66378, 41225, 52371, 39873, 41176, 85357, 85391, 91890, 57558, 9972, 74636, 29773, 63494, 7201, 49507, 65454, 88537, 36982, 88964, 96479, 47883, 50650, 89242, 7374, 8507, 50676, 57069, 43520, 56720, 68155, 60444, 63997, 17315, 78596, 81548, 97254, 46135, 13379, 46993, 98274, 97056, 43434, 36406, 99121, 80708, 40517, 34168, 11754, 93304, 64697, 92626, 75618, 85805, 18930, 50153, 10377, 33112, 28777, 45709, 74458, 73596, 28031, 45754, 80138, 64350, 51870, 81106, 82064, 30534, 25449, 67525, 27070, 41133, 28009, 64235, 16387, 62388, 40199, 16884, 55763, 41925, 42341, 93577, 7657, 14232, 30107, 71078, 85372, 54930, 5750, 80137, 41449, 17301, 19930, 41776, 8596, 30870, 69978, 23908, 9848, 71598, 77156, 14083, 87786, 57205, 53142, 77998, 98830, 32447, 74382, 32271, 55273, 68152, 25419, 43187, 60608, 62150, 30864, 69566, 38183, 51253, 53027, 37133, 73413, 78811, 88317, 46504, 46147, 35073, 18693, 46834, 76427, 96007)
Average QPS expected = 51278
Timestamp start: 1622197498769
Timestamp end: 1622199299225

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      257.4   266.0    86.8   140.6   160.1   235.6   263.2   277.4   289.7   304.3   323.9   366.4   585.8  4351.3  8475.3   4967.6     5031
read      422.9   713.9    68.9   118.2   139.6   314.6   398.7   453.9   497.6   553.2   644.3  1022.9  2143.6  8026.1 31641.8  54650.2    54838
read      650.6  1493.1    68.9   139.3   180.2   369.6   461.8   559.5   643.7   738.3  1181.8  1781.5  6080.0 24485.6 36180.4  74988.4    74868
read      486.9   660.7    68.9   114.1   134.0   317.0   444.0   574.1   794.9   962.4  1090.1  1242.1  1670.1  7850.0 28835.8  30293.8    30015
read      502.0   669.5    68.9   113.4   133.7   318.8   424.4   524.8   687.5  1016.6  1245.6  1456.9  1950.2  6883.5 29656.7  40465.6    40743
read      465.6   680.1    68.9   109.7   128.7   305.6   453.6   643.7   757.5   847.6   936.0  1060.4  1937.3  5858.9 31365.7  23464.4    23648
read      789.7  1212.8    86.8   315.3   336.7   447.7   668.2   787.5   928.0  1459.4  1658.7  1934.3  4411.1 13013.6 35947.8  97627.0    97712
read      478.5   929.3    63.8   114.9   135.8   322.2   401.1   462.0   524.4   634.7   892.5  1550.1  2091.7 13083.8 31893.6  54029.8    53672
read      466.0   560.6    68.9   113.3   132.3   297.0   390.1   463.0   533.7   740.2  1249.9  1616.3  2065.7  4037.9 15970.3  55474.2    55395
read      469.9   628.7    68.9   112.3   130.9   307.2   443.6   597.3   776.9   912.2  1030.4  1171.2  1633.6  6367.3 31018.2  29505.6    29425
read      466.6  1172.3    68.9   113.7   132.2   313.6   455.8   551.4   602.8   653.1   713.3   805.7  2659.1 16572.5 36896.9  15178.0    15173
read      729.2  1339.9    74.4   188.8   246.2   384.8   532.0   663.8   745.8  1392.1  1604.2  1939.6  5035.7 15250.8 35975.3  82660.0    82475
read      675.3  1126.6    68.9   217.1   272.4   402.5   517.9   650.0   721.8   833.6  1467.0  1845.8  4685.1 10942.5 35037.2  90547.0    90555
read      642.3  1486.6    74.4   120.4   141.8   326.3   428.2   527.4   674.9  1091.6  1427.0  1754.7  6285.4 26376.8 35912.7  48005.6    47944
read      416.4   764.8    68.9   116.5   131.3   261.0   349.2   421.0   492.7   601.4   762.3  1066.0  2692.1  9712.5 31357.9  28397.0    28313
read      328.9   347.5    63.8   105.6   119.9   250.7   333.0   391.7   445.6   516.1   639.5   820.7  1258.4  2359.7 13516.9  28509.8    28504
read      353.1   333.3    63.8   104.9   119.7   257.9   356.7   442.1   532.9   641.0   742.4   885.6  1162.9  2384.4  8022.5  22963.6    22886
read      337.6   351.7    63.8   103.2   117.9   249.9   330.3   387.6   441.5   520.5   688.1   950.1  1360.6  2175.3  7546.7  35861.0    35717
read      366.9   673.5    68.9   107.2   124.8   270.6   362.5   431.8   497.4   566.6   640.7   743.4  1143.6 10136.0 19249.9  14923.8    14828
read      665.4  1404.7    63.8   159.5   213.9   425.1   500.4   565.2   644.8   763.4   909.6  1676.8  6259.9 23017.1 37521.7  81803.4    81704
