Random waveform, supplied seed
Total number of intervals = 360 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676, 69604, 99682, 97693, 17381, 40069, 8841, 56576, 21599, 53003, 19831, 80340, 28765, 25572, 37071, 75819, 44359, 95960, 59630, 47930, 65545, 94038, 51806, 48712, 13115, 76569, 19372, 59331, 62597, 37702, 41975, 26100, 82500, 50756, 66696, 53364, 10413, 64876, 69079, 19447, 81182, 25265, 9699, 48659, 75126, 96559, 55885, 9039, 66378, 41225, 52371, 39873, 41176, 85357, 85391, 91890, 57558, 9972, 74636, 29773, 63494, 7201, 49507, 65454, 88537, 36982, 88964, 96479, 47883, 50650, 89242, 7374, 8507, 50676, 57069, 43520, 56720, 68155, 60444, 63997, 17315, 78596, 81548, 97254, 46135, 13379, 46993, 98274, 97056, 43434, 36406, 99121, 80708, 40517, 34168, 11754, 93304, 64697, 92626, 75618, 85805, 18930, 50153, 10377, 33112, 28777, 45709, 74458, 73596, 28031, 45754, 80138, 64350, 51870, 81106, 82064, 30534, 25449, 67525, 27070, 41133, 28009, 64235, 16387, 62388, 40199, 16884, 55763, 41925, 42341, 93577, 7657, 14232, 30107, 71078, 85372, 54930, 5750, 80137, 41449, 17301, 19930, 41776, 8596, 30870, 69978, 23908, 9848, 71598, 77156, 14083, 87786, 57205, 53142, 77998, 98830, 32447, 74382, 32271, 55273, 68152, 25419, 43187, 60608, 62150, 30864, 69566, 38183, 51253, 53027, 37133, 73413, 78811, 88317, 46504, 46147, 35073, 18693, 46834, 76427, 96007)
Average QPS expected = 51278
Timestamp start: 1622199537298
Timestamp end: 1622201337741

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      271.7   795.7    86.8   134.1   154.7   230.4   256.8   271.1   282.6   296.2   316.8   359.4   587.9  8493.3 36166.4   5038.6     5031
read      370.8   405.1    68.9   117.2   138.1   308.4   390.5   437.9   474.1   518.5   579.3   718.2  1757.9  4106.5 11378.9  54549.2    54838
read      555.9  1276.6    68.9   127.2   156.8   345.9   429.6   493.5   552.3   638.8   784.8  1522.3  4990.9 14457.2 36449.8  75012.8    74868
read      469.9   628.5    68.9   112.8   131.3   306.1   429.2   575.5   786.3   929.5  1044.4  1182.2  1514.8  7761.5 29693.7  29888.6    30015
read      482.3   648.7    68.9   112.6   131.7   306.9   411.1   510.4   684.9   994.7  1193.9  1394.5  1790.9  6208.9 30561.3  40813.6    40743
read      481.7   950.1    68.9   112.2   130.6   297.6   447.6   625.6   735.2   822.0   907.6  1023.1  2580.3 10575.2 32383.8  23614.4    23648
read      891.1  2398.4    74.4   300.7   319.3   402.4   503.8   653.3   704.6   768.5   915.2  1793.9 12609.8 31670.3 39306.7  97682.2    97712
read      728.5  2382.9    68.9   119.6   152.8   340.7   402.1   480.6   569.4   660.9   804.0  1701.7 12159.5 32290.8 40866.9  53443.0    53672
read      477.1   669.3    68.9   112.3   131.7   296.0   388.7   456.7   524.4   678.6  1195.7  1678.0  2313.3  6255.3 24523.9  55478.6    55395
read      334.1   394.2    68.9   105.3   119.9   251.3   334.0   394.1   443.0   509.2   625.1   827.9  1329.3  4067.0 13355.1  29449.2    29425
read      327.5   333.8    74.4   106.1   120.4   255.8   345.5   414.8   467.3   527.5   603.7   740.6  1018.7  3632.3  7618.6  15180.8    15173
read     1012.5  2855.2    68.9   273.5   317.7   399.5   500.4   675.0   721.6   767.4   883.2  2102.2 12871.2 32424.7 42002.5  82267.6    82475
read      901.7  2098.5    80.4   320.7   342.9   447.2   570.0   726.9   799.7   942.2  1557.7  1994.0  9190.9 31655.3 39864.5  90421.0    90555
read      776.1  2119.1    68.9   129.4   163.3   367.7   451.3   541.2   637.6   762.0  1405.9  2053.9  9368.8 31738.4 40837.5  48025.6    47944
read      295.9   219.1    63.8   105.0   119.4   242.2   317.5   368.7   410.3   465.3   540.7   675.8   905.2  2052.6  5038.7  28278.4    28313
read      326.7   292.4    68.9   104.0   118.0   245.8   328.8   391.5   445.1   522.3   662.9   851.9  1242.7  2000.4  9041.0  28574.2    28504
read      334.0   298.8    68.9   105.2   120.1   252.5   341.2   409.6   471.6   566.2   681.4   829.8  1141.3  2453.3  9321.9  22976.4    22886
read      374.4   572.3    68.9   108.3   124.6   271.3   353.2   412.3   465.0   543.9   749.3  1048.4  1436.9  6293.5 30276.1  35592.8    35717
read      399.6   554.1    74.4   117.0   135.2   289.3   417.3   503.5   560.7   629.6   735.9   918.2  1751.9  6118.5 25571.0  14777.2    14828
read      749.9  1738.2    63.8   177.1   235.0   379.9   485.6   622.3   692.5   822.6  1503.4  1917.6  8224.2 30209.6 36952.2  81515.6    81704
