#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      271.7   218.5    74.4   143.2   170.2   251.2   291.3   314.6   331.9   351.9   376.6   417.4   517.3  3348.6  9159.6   4949.6     5000  1621774262177  1621774267500
read      348.2   408.9    68.9   121.1   141.1   292.2   386.4   451.8   494.4   535.6   582.2   647.2   802.1  4673.4 13926.8  10129.2    10000  1621774269002  1621774274298
read      370.2   312.9    68.9   119.2   139.0   299.4   418.9   513.1   570.8   626.0   686.9   769.5   935.5  2317.5 10129.4  14929.4    15000  1621774275800  1621774281067
read      389.1   300.8    68.9   116.0   135.0   289.4   417.0   557.6   651.6   725.5   798.3   892.9  1072.1  1701.5  9152.7  19938.4    20000  1621774282569  1621774287837
read      423.9   435.1    68.9   114.1   131.8   289.4   401.9   529.2   724.5   851.2   960.6  1083.2  1296.0  4302.1 11878.9  25077.2    25000  1621774289339  1621774294605
read      445.6   417.0    74.4   116.1   135.2   295.6   394.0   490.3   715.1   962.9  1112.4  1251.3  1492.0  2304.5  9385.5  29992.4    30000  1621774296108  1621774301379
read      446.2   451.0    74.4   113.6   131.0   290.4   379.5   448.7   526.3  1024.9  1223.6  1382.6  1644.5  2082.9 12007.3  35092.2    35000  1621774302881  1621774308135
read      444.5   483.8    68.9   111.4   128.4   283.4   369.1   431.9   497.1   886.5  1286.5  1481.0  1780.6  2308.1 12762.6  39922.2    40000  1621774309637  1621774314906
read      458.3   548.1    63.8   111.0   128.9   298.1   381.5   442.9   498.5   602.6  1342.1  1599.0  2020.0  2728.6 16913.5  45080.2    45000  1621774316409  1621774321659
read      453.9   558.2    68.9   111.9   128.6   288.4   372.6   432.4   484.7   570.3  1385.9  1718.9  2164.8  2686.2 17131.8  50056.5    50000  1621774323161  1621774328428
read      437.4   542.4    68.9   110.6   126.9   274.6   357.0   413.1   461.9   537.1  1308.5  1727.4  2201.1  2856.5 15150.3  54867.4    55000  1621774329931  1621774335194
read      427.8   561.7    63.8   109.7   125.3   263.6   345.8   401.6   450.7   520.6   999.4  1758.8  2241.1  3096.5 15500.0  59834.4    60000  1621774336697  1621774341954
read      402.9   522.7    63.8   105.6   120.6   248.8   324.2   375.8   420.4   485.7   678.6  1716.0  2180.8  2769.6 13288.3  65184.6    65000  1621774343456  1621774348715
read      456.7   601.0    68.9   117.2   137.8   284.9   367.4   425.2   480.9   575.9  1040.1  1796.0  2473.1  4555.5 15256.7  69863.8    70000  1621774350218  1621774355484
read      423.4   595.4    63.8   108.5   125.6   260.6   334.8   384.7   427.3   488.8   636.0  1892.3  2509.5  4306.2 12301.6  74693.0    75000  1621774356986  1621774362245
read      468.8   882.9    63.8   117.8   139.2   275.6   359.0   422.7   479.8   570.0   876.6  1766.2  2579.1 10532.5 31755.9  80129.4    80000  1621774363747  1621774369010
read      863.0  1155.3    74.4   273.0   292.3   420.1   749.5  1451.5  1553.9  1675.5  1796.7  1971.9  2871.8 13500.8 35616.1  76841.2    85000  1621774370513  1621774375782
read      902.4  1218.5    68.9   279.6   301.0   454.4   856.8  1477.0  1602.9  1714.7  1834.9  2016.4  2911.0 16752.0 32349.0  73820.6    90000  1621774377284  1621774382542
read      849.4  1159.2    68.9   264.6   282.7   419.3   725.7  1437.3  1545.2  1663.3  1773.6  1958.4  2828.6 13055.9 32490.7  78390.2    95000  1621774384044  1621774389315
read      808.7  1134.5    68.9   228.7   251.2   409.4   656.4  1374.4  1515.9  1618.7  1726.5  1940.7  2743.8 12829.2 31940.4  82046.6   100000  1621774390822  1621774396077
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 59.67%,0.51%,100.00%
