#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      257.7   349.7    86.8   142.3   165.0   240.1   267.0   282.0   293.4   308.0   326.5   360.5   454.0  4081.3 15986.9   4940.4     5000  1621772642295  1621772647624
read      290.0   442.6    80.4   129.3   149.7   270.6   316.4   340.5   358.5   379.9   408.1   460.7   607.4  2958.2 30923.4   9986.8    10000  1621772649129  1621772654424
read      314.2   316.7    74.4   122.7   144.5   286.1   349.1   382.7   406.1   433.4   471.2   550.7   806.4  3941.0 13319.7  14872.8    15000  1621772655927  1621772661200
read      313.1   247.8    74.4   118.3   139.0   288.6   353.7   392.4   420.4   451.7   489.7   549.1   850.1  1993.1  9026.5  19984.4    20000  1621772662702  1621772667973
read      333.9   215.2    68.9   118.3   140.0   311.6   375.4   417.9   450.9   490.2   539.2   622.3   852.8  1328.6  8460.4  25093.8    25000  1621772669475  1621772674762
read      346.9   280.0    68.9   120.1   143.1   317.3   382.3   423.4   456.0   494.1   540.6   628.6  1112.0  1671.7  9765.5  29851.2    30000  1621772676264  1621772681532
read      348.9   285.0    68.9   118.3   139.5   311.1   382.1   422.9   455.6   496.4   547.7   649.7  1311.5  1773.1  9767.6  34946.8    35000  1621772683035  1621772688292
read      354.4   293.1    68.9   119.4   142.0   321.1   390.2   430.5   462.8   501.7   549.2   632.6  1371.2  1885.6  8138.4  40088.2    40000  1621772689794  1621772695056
read      359.1   340.1    63.8   117.9   140.1   318.2   389.1   428.9   460.9   501.4   552.9   647.3  1516.7  3311.9 11803.1  45056.4    45000  1621772696558  1621772701810
read      355.7   260.3    63.8   117.9   140.2   320.8   394.4   436.1   469.3   510.3   563.2   647.2  1491.1  2246.3  7541.4  49915.2    50000  1621772703312  1621772708578
read      354.3   305.9    68.9   116.6   137.4   315.0   389.6   431.4   464.8   507.5   561.2   644.8  1642.9  2321.8  9240.9  54873.8    55000  1621772710081  1621772715351
read      347.0   364.4    63.8   113.4   132.1   293.7   371.6   416.5   450.7   492.9   548.3   657.2  1656.4  2703.0 13096.2  59905.6    60000  1621772716853  1621772722120
read      347.0   285.2    63.8   113.4   133.2   304.4   383.5   429.4   462.5   503.5   560.7   655.9  1588.2  2489.7  6936.1  64811.0    65000  1621772723622  1621772728873
read      340.6   273.4    63.8   112.1   132.1   303.8   376.1   418.2   450.9   492.6   547.4   632.8  1520.1  2490.8  7601.1  70065.2    70000  1621772730377  1621772735640
read      343.6   322.1    63.8   113.1   132.0   296.3   370.0   414.9   450.4   495.3   552.3   641.9  1683.7  3062.9 12383.7  75124.4    75000  1621772737142  1621772742412
read      338.8   270.3    63.8   114.4   133.8   304.0   380.8   426.3   461.9   507.9   567.8   651.4   896.3  2787.8  9236.3  80045.2    80000  1621772743915  1621772749187
read      328.5   262.4    63.8   113.5   131.9   288.8   358.8   403.1   440.1   491.1   561.1   666.7   969.4  2691.9  7799.8  85139.4    85000  1621772750689  1621772755956
read      342.9   312.9    63.8   116.6   137.5   299.2   376.2   425.5   464.1   511.3   572.2   670.6  1115.3  3222.1 11571.6  89874.3    90000  1621772757459  1621772762711
read      340.6   255.3    59.1   117.8   139.0   299.8   377.2   424.3   460.1   503.8   565.1   667.4   981.3  3037.7  7179.7  94943.2    95000  1621772764213  1621772769467
read      333.6   259.6    68.9   117.4   138.9   298.3   367.6   409.1   442.8   486.3   546.2   641.2   893.6  2480.4  8315.2 100051.9   100000  1621772770969  1621772776223
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 60.70%,1.52%,100.00%
