#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      266.4   304.3    80.4   140.1   162.9   241.8   279.9   302.6   318.4   337.4   361.9   398.6   487.1  4403.5  8969.8   4978.8     5000  1621774742496  1621774747824
read      331.5   247.3    74.4   124.8   145.5   288.9   376.6   430.5   470.2   513.6   558.6   622.8   750.9  2707.8  7895.2  10046.6    10000  1621774749328  1621774754624
read      375.9   278.9    74.4   117.5   134.8   286.9   409.0   543.0   615.0   679.8   745.5   832.2   990.2  1785.8  8617.0  15064.6    15000  1621774756126  1621774761396
read      418.2   461.9    74.4   121.2   142.4   300.6   448.1   594.1   676.9   754.8   836.1   938.9  1112.6  5390.6 16934.8  19957.6    20000  1621774762899  1621774768173
read      428.5   348.2    68.9   119.8   140.6   296.8   427.8   592.5   745.9   849.8   946.3  1056.7  1242.2  1702.0  8973.4  24958.3    25000  1621774769675  1621774774944
read      445.0   388.4    68.9   120.5   141.3   300.3   405.2   536.9   788.6   929.3  1040.7  1166.9  1385.1  2042.8 10350.1  30105.2    30000  1621774776446  1621774781715
read      446.5   408.7    74.4   118.5   137.7   292.5   385.3   493.7   739.8   973.7  1112.9  1266.6  1530.6  2030.7  8978.1  34931.8    35000  1621774783217  1621774788469
read      449.4   483.3    68.9   112.7   130.4   294.2   370.0   430.6   495.1   935.1  1291.7  1488.6  1780.8  2313.7  9939.7  40125.3    40000  1621774789970  1621774795228
read      454.3   500.9    63.8   112.4   129.6   290.6   371.6   431.0   492.7   625.9  1348.2  1629.2  1976.0  2759.5  9900.1  44929.2    45000  1621774796730  1621774801986
read      439.1   488.1    63.8   110.4   127.2   279.8   357.5   411.8   467.2   574.6  1323.1  1644.3  2007.4  2502.1  8861.7  49797.0    50000  1621774803488  1621774808754
read      426.2   482.3    63.8   108.7   124.7   274.8   349.4   398.2   448.2   531.0  1280.6  1685.3  2056.1  2469.0  6654.9  55000.6    55000  1621774810256  1621774815522
read      437.5   515.8    63.8   111.5   129.1   281.2   359.2   409.1   460.7   549.4  1184.9  1734.8  2184.7  2790.6  9747.8  59982.4    60000  1621774817024  1621774822299
read      419.7   503.9    63.8   109.2   125.8   264.4   340.7   391.0   435.1   506.7   817.6  1780.9  2253.3  2769.2  7600.7  65145.0    65000  1621774823801  1621774829069
read      422.0   503.3    63.8   112.0   130.3   265.5   342.4   393.8   441.1   517.6   891.0  1761.3  2297.2  2866.2  8473.1  69845.0    70000  1621774830572  1621774835832
read      485.9   602.1    63.8   124.7   147.4   298.5   385.8   456.2   527.8   686.4  1180.0  1840.6  2539.8  4013.0 16430.5  75043.8    75000  1621774837335  1621774842591
read      670.5   889.6    63.8   157.1   199.2   361.7   528.7   678.3  1031.2  1456.1  1676.4  1975.8  2836.4 10055.9 31315.1  79222.8    80000  1621774844093  1621774849361
read      836.0  1167.1    63.8   250.1   274.4   409.8   694.8  1418.9  1525.3  1648.3  1758.8  1957.5  2859.6 13554.5 32343.5  78699.1    85000  1621774850863  1621774856125
read      913.2  1298.5    80.4   283.6   304.2   463.8   891.3  1480.2  1599.1  1711.7  1835.8  2021.1  2911.0 17183.2 36740.8  73437.0    90000  1621774857627  1621774862892
read      864.4  1182.6    59.1   264.9   286.1   432.4   748.8  1448.0  1560.8  1676.1  1792.7  1978.7  2866.9 14530.3 32379.8  77191.0    95000  1621774864395  1621774869655
read      900.6  1184.4    68.9   286.0   305.1   444.4   908.9  1473.9  1613.2  1708.6  1830.0  2020.3  2894.1 13587.4 32477.7  73860.2   100000  1621774871157  1621774876425
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 60.45%,1.01%,100.00%
