#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      258.1   271.0    80.4   141.5   164.8   243.0   268.2   282.6   293.0   306.4   323.0   357.0   479.5  3964.6 11530.4   4967.8     5000  1621772402500  1621772407820
read      285.2   297.0    74.4   130.6   151.9   270.3   311.0   333.5   350.0   371.4   400.4   455.4   642.2  3667.2  8128.1  10073.6    10000  1621772409323  1621772414623
read      307.4   256.1    74.4   127.3   151.2   289.0   341.9   370.7   391.8   416.5   449.7   512.1   754.5  2735.0 11321.0  14881.4    15000  1621772416126  1621772421394
read      316.6   197.6    68.9   120.1   144.4   294.9   354.1   388.6   413.5   442.9   481.7   555.8   905.6  1296.3  6722.3  19978.6    20000  1621772422896  1621772428161
read      347.6   304.5    68.9   119.6   145.3   327.4   392.6   432.3   461.5   495.4   537.3   603.6   791.2  2746.0  9936.4  24833.8    25000  1621772429667  1621772434947
read      359.2   294.6    68.9   117.8   142.0   336.3   407.4   447.6   476.0   509.9   561.9   664.5   972.1  2823.6 11960.2  29984.2    30000  1621772436449  1621772441712
read      362.0   253.0    68.9   117.8   141.4   330.5   402.8   445.3   476.6   515.2   570.7   687.0  1239.8  1653.9  7297.7  34854.6    35000  1621772443214  1621772448473
read      367.5   271.4    68.9   120.5   144.2   337.5   410.5   451.2   480.6   516.5   565.3   661.2  1419.5  1837.4  6356.4  40187.6    40000  1621772449975  1621772455251
read      370.9   344.7    63.8   118.2   139.1   324.2   403.0   447.8   482.0   523.6   579.9   701.9  1583.5  3227.0 10763.9  45017.4    45000  1621772456754  1621772462008
read      371.6   342.0    63.8   114.5   134.3   311.3   395.5   443.0   477.6   520.1   579.7   744.4  1754.9  2318.4 11290.2  50040.4    50000  1621772463510  1621772468779
read      354.4   281.3    63.8   115.0   135.5   316.9   392.3   434.5   467.1   505.6   555.9   640.3  1627.6  2318.2  7799.2  55020.6    55000  1621772470282  1621772475541
read      346.8   268.8    68.9   113.8   133.4   307.0   381.7   426.1   460.2   501.6   553.6   644.6  1525.6  2400.8  6979.7  59963.8    60000  1621772477043  1621772482299
read      348.1   258.8    63.8   113.8   133.7   311.0   387.6   431.9   465.3   506.1   557.8   638.3  1519.6  2469.8  5080.6  64806.6    65000  1621772483801  1621772489054
read      348.3   268.9    63.8   113.0   132.8   310.4   385.4   428.6   462.8   504.8   559.4   644.1  1569.4  2673.8  6597.5  69889.0    70000  1621772490556  1621772495812
read      343.8   332.2    63.8   112.3   130.8   292.5   362.8   406.4   443.1   489.5   549.0   653.2  1756.7  3571.0  8877.4  74760.6    75000  1621772497314  1621772502600
read      338.9   300.7    63.8   112.0   130.8   297.4   368.9   413.3   447.7   491.1   549.1   638.8  1463.7  3206.9  8512.2  79899.8    80000  1621772504103  1621772509360
read      332.2   269.4    63.8   112.7   131.3   295.3   366.3   410.9   446.8   494.6   558.3   650.8   912.6  2914.3  8615.9  84964.4    85000  1621772510862  1621772516119
read      330.9   257.6    63.8   112.1   132.1   296.3   367.5   411.1   445.6   489.7   549.4   655.5   951.3  2741.0  8467.7  89908.1    90000  1621772517621  1621772522892
read      336.7   296.1    63.8   115.5   136.7   301.2   371.5   412.6   444.7   487.5   549.7   657.4  1003.9  3032.6  8956.1  95170.0    95000  1621772524394  1621772529660
read      332.5   266.3    63.8   116.1   137.3   299.0   368.9   409.9   443.0   485.3   544.5   640.0   890.9  2261.7  9590.3  99745.2   100000  1621772531162  1621772536419
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 60.55%,2.00%,100.00%
