Random waveform, supplied seed
Total number of intervals = 180 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676)
Average QPS expected = 50230
Timestamp start: 1622106884119
Timestamp end: 1622108684512

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      301.2   507.4    86.8   155.9   178.2   273.9   305.2   321.3   335.1   350.0   372.6   420.2   734.1  4367.5 28654.5   4964.2     5031
read      463.2   658.6    68.9   124.8   147.6   360.0   454.8   509.9   556.4   620.0   713.4  1112.6  2484.3  7012.8 30419.0  54807.8    54838
read      466.9   696.9    74.4   130.6   157.4   368.2   455.1   510.4   557.4   622.8   717.1   925.7  2657.8  8756.8 30881.2  74922.7    74868
read      417.4   594.8    74.4   120.8   139.3   338.9   431.8   493.0   540.1   595.5   678.0   969.1  1594.6  6961.0 30499.0  30059.8    30015
read      469.9   848.9    68.9   122.5   143.6   347.9   437.6   498.0   547.0   612.7   717.8  1242.5  2829.1  7515.3 32120.2  40765.1    40743
read      631.2  1324.7    74.4   127.9   150.0   383.7   551.7   729.9   892.8  1025.9  1159.8  1374.3  3998.2 22129.4 35662.0  23614.7    23648
read      716.2  1347.9    74.4   337.5   370.0   476.7   541.6   648.2   773.4   857.8   934.4  1144.8  5053.2 19739.7 34168.9  97877.3    97712
read      517.6   748.1    68.9   120.1   142.0   329.3   427.9   511.6   596.0   796.2  1284.1  1704.6  2607.2  7201.1 30853.0  53522.5    53672
read      523.6   790.8    68.9   119.9   141.2   325.0   425.9   508.7   601.7   855.3  1323.6  1712.3  2598.4  8585.2 30886.8  55420.6    55395
read      551.3   955.2    68.9   118.8   139.4   345.6   491.1   634.0   855.2  1019.2  1153.0  1326.0  2737.8 10742.9 32442.1  29521.9    29425
read      511.5  1240.2    74.4   124.6   144.4   337.0   445.6   520.5   592.8   695.3   816.8  1002.2  3633.7 18447.1 36579.9  15205.7    15173
read      692.6  1364.3    74.4   181.1   238.8   421.4   499.1   585.2   680.1   784.0   934.2  1892.6  5402.9 17200.6 36293.9  82560.9    82475
read      670.3  1331.2    68.9   209.7   269.4   429.5   494.9   562.9   652.7   748.5   845.7  1079.3  5453.9 16134.2 35761.7  90525.2    90555
read      544.3  1154.3    68.9   117.5   137.2   314.2   416.4   488.8   558.0   678.8  1060.2  1695.8  3948.5 15763.7 32434.8  48052.1    47944
