Random waveform, supplied seed
Total number of intervals = 150 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175)
Average QPS expected = 49648
Timestamp start: 1622154446262
Timestamp end: 1622155946646

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      236.8   246.5    74.4   132.5   152.4   218.1   243.0   257.6   268.3   280.8   297.4   328.3   440.1  4664.4  8465.9   4992.7     5031
read      441.2   725.2    63.8   106.5   126.5   308.4   391.6   449.2   499.6   572.0   770.0  1364.3  2230.9  7366.1 31231.9  54841.5    54838
read      673.3  1098.3    63.8   144.8   191.9   363.7   484.6   643.7   832.3  1397.0  1617.1  1976.4  3344.7 12044.4 35910.1  74867.3    74868
read      483.8   803.0    63.8   101.7   121.0   302.9   409.2   507.5   758.4   970.8  1101.5  1257.1  2005.4  9264.1 31607.1  29983.0    30015
read      470.1   797.1    63.8   102.1   119.6   296.3   391.7   473.5   559.2   838.6  1144.7  1380.5  2085.9  7327.2 31957.3  40707.2    40743
read      385.2   626.1    63.8   104.7   119.5   274.0   379.7   454.2   523.2   631.2   754.2   944.4  1466.0  6390.1 31228.1  23601.5    23648
read      691.6  1961.9    68.9   218.1   268.5   384.4   434.9   491.2   580.3   667.3   743.0   866.3  8527.9 31517.3 38564.1  97794.6    97712
read      483.3   858.7    63.8   101.1   118.6   290.4   378.4   449.6   523.7   746.9  1248.8  1612.1  2233.2  8723.6 31917.8  53654.6    53672
read      454.3   621.2    59.1   104.6   124.1   296.9   382.3   449.3   515.1   651.6  1145.2  1557.3  2086.0  6059.2 24865.4  55495.5    55395
read      360.9   427.3    63.8    99.8   115.0   261.9   358.9   426.8   486.8   588.3   760.9   954.2  1435.5  4281.9 13158.0  29359.4    29425
