#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      378.9   362.1    63.8   122.8   147.6   334.9   416.2   462.6   498.1   543.0   608.3   720.6  1108.2  3429.0 12211.3  90145.9    90000  1622072341659  1622072351998
read      386.6   372.1    68.9   123.1   147.3   331.4   416.8   468.3   508.2   556.9   626.1   748.2  1638.4  3834.6  9988.0  90093.6    90010  1622072353502  1622072363805
read      409.4   462.3    68.9   127.0   154.4   353.5   435.0   483.7   522.5   573.6   648.0   785.7  1665.8  5187.8 12956.0  89883.2    90020  1622072365308  1622072375571
read      425.4   515.6    68.9   129.1   158.7   366.0   452.3   503.1   543.7   595.0   673.4   807.9  1638.8  6032.9 17244.3  89767.6    90030  1622072377074  1622072387350
read      417.3   435.2    68.9   129.2   158.9   367.0   450.7   499.0   537.0   587.0   664.1   799.0  1408.1  4572.6 13344.6  89984.1    90040  1622072388852  1622072399116
read      418.6   437.1    68.9   129.9   159.9   368.7   454.7   504.1   542.6   592.1   664.9   795.7  1411.0  4456.6 13136.5  89932.1    90050  1622072400619  1622072410891
read     5371.1  7715.2   202.4   513.0   575.8  2911.8  4295.9  5487.2  6718.2  8642.0 12498.5 24167.5 35853.8 61042.1 87787.1  16813.8    90060  1622072412393  1622072422650
read     2697.5  4972.7    80.4   454.1   484.1  1063.8  2379.7  2634.4  2868.0  3429.6  5095.2 10410.7 31120.0 39264.4 62521.4  31022.2    90070  1622072424153  1622072434422
read      768.9  1411.7    68.9   381.5   410.1   518.6   573.8   631.2   755.2   888.9   985.5  1099.1  8231.4 15892.6 35817.2  87261.7    90080  1622072435924  1622072446191
read      775.8  1288.4    74.4   383.2   410.7   518.9   588.6   693.4   822.9   930.7  1032.4  1564.3  7504.5 12347.9 35820.2  85970.2    90090  1622072447694  1622072457962
read      774.8  1691.1    68.9   346.9   376.9   479.9   535.3   610.8   752.2   853.7   938.1  1128.6  8698.6 29276.2 37184.7  87443.1    90100  1622072459464  1622072469725
read      724.4  1086.5    68.9   312.0   413.0   579.3   635.2   688.6   763.8   881.1  1051.5  1186.0  4517.3 13137.7 32445.4  87082.5    90110  1622072471227  1622072481483
