#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      422.2   300.3    74.4   127.9   156.2   384.4   466.6   519.5   559.9   608.3   672.9   819.6  1377.7  2325.8  9665.3  30095.2    30140  1622073055006  1622073065268
read      420.0   379.4    74.4   127.3   154.6   374.1   457.7   509.2   550.7   601.6   672.9   836.7  1419.9  3421.8 12103.2  30246.8    30150  1622073066770  1622073077028
read      416.8   468.6    68.9   118.0   141.4   352.9   436.7   491.9   536.2   590.5   675.3   930.6  1477.8  5800.4 15933.5  30073.2    30160  1622073078530  1622073088780
read      492.6   776.1    68.9   122.5   149.3   377.9   473.3   540.5   594.3   674.0   871.1  1239.9  1893.4  9580.5 31719.0  30040.9    30170  1622073090282  1622073100536
read      569.2   965.5    68.9   113.5   136.5   355.6   490.9   650.0   895.7  1071.4  1220.1  1407.9  2759.6  9384.1 32370.0  30120.8    30180  1622073102039  1622073112296
read      611.8  1211.6    74.4   112.8   135.6   359.5   498.5   679.5   927.2  1102.2  1255.1  1460.4  3806.5 16885.7 36551.7  30259.7    30190  1622073113798  1622073124053
read      608.8  1138.6    68.9   113.2   137.8   369.1   496.8   636.7   938.2  1130.7  1288.7  1493.6  2933.7 16758.6 32289.1  30249.0    30200  1622073125555  1622073135831
read      593.3  1061.5    68.9   114.3   138.2   369.2   506.0   675.4   939.3  1113.4  1262.3  1454.8  2612.7 14745.8 32242.5  30058.3    30210  1622073137333  1622073147605
read      628.6  1493.2    68.9   110.8   133.5   353.3   478.0   632.7   924.4  1113.0  1264.1  1467.3  4067.0 27823.9 42129.7  30163.7    30220  1622073149107  1622073159364
read      597.7  1107.1    74.4   113.5   136.9   364.2   498.3   664.7   920.0  1098.1  1250.9  1457.5  2984.7 14390.5 32302.5  30284.7    30230  1622073160866  1622073171123
read      592.6  1058.9    68.9   114.5   137.8   366.2   503.1   677.2   939.6  1111.5  1259.6  1455.8  2827.6 13897.3 32362.7  30105.5    30240  1622073172625  1622073182884
read      590.5  1086.9    74.4   113.9   137.9   358.7   499.7   685.7   925.8  1086.4  1230.0  1427.1  2875.5 11990.6 35602.3  30256.2    30250  1622073184386  1622073194648
read      481.8   956.8    68.9   116.5   140.3   361.6   457.5   525.9   580.0   654.7   844.0  1200.1  1831.0 12100.6 37544.9  30431.0    30260  1622073196150  1622073206408
read      411.7   363.5    68.9   122.9   147.8   359.8   446.5   501.3   545.3   597.3   672.8   863.5  1439.5  2908.5 12213.1  30282.6    30270  1622073207911  1622073218172
read      408.8   330.7    63.8   124.8   152.2   366.9   447.4   497.7   538.4   587.4   651.5   804.1  1369.1  3203.2  9789.9  30268.1    30280  1622073219675  1622073229932
read      432.7   494.0    68.9   118.5   142.6   354.9   442.1   500.1   547.5   614.3   758.5  1101.0  1543.4  4532.9 19757.0  30271.9    30290  1622073231434  1622073241700
read      504.3   561.8    68.9   115.3   137.1   345.7   453.8   552.0   712.5  1041.5  1228.7  1407.8  1733.8  4449.2 16188.7  30149.4    30300  1622073243202  1622073253463
read      498.7   635.3    74.4   119.6   142.1   365.9   472.8   559.5   637.6   820.7  1096.7  1340.0  1814.4  6628.9 30270.5  30322.3    30310  1622073254965  1622073265227
read      457.7   617.2    68.9   116.9   138.1   339.9   441.4   515.8   580.3   691.5   944.6  1217.1  1708.3  6645.3 30334.7  30265.1    30320  1622073266729  1622073276989
read      464.4   664.8    68.9   118.4   141.5   363.5   455.3   519.0   570.7   637.1   810.0  1196.9  1762.0  7854.5 30893.4  30338.2    30330  1622073278491  1622073288750
read      467.0   553.8    68.9   114.7   136.5   347.7   451.8   535.4   612.6   782.7  1028.4  1241.0  1596.9  5851.2 28535.2  30373.9    30340  1622073290252  1622073300515
read      442.5   624.7    68.9   114.3   136.6   350.4   437.2   497.0   544.2   605.6   742.6  1136.0  1666.5  7248.1 28096.9  30332.9    30350  1622073302018  1622073312277
read      462.5   668.1    68.9   114.6   138.0   359.3   453.2   519.2   572.1   647.8   862.2  1186.2  1696.9  6965.0 31143.2  30343.5    30360  1622073313779  1622073324043
read      420.9   448.5    68.9   117.0   140.5   355.9   443.0   499.6   541.9   592.1   670.0   951.0  1579.5  5219.4 12683.6  30427.2    30370  1622073325545  1622073335815
read      424.2   531.1    68.9   117.6   139.6   357.0   442.2   497.2   540.1   591.0   670.1   961.5  1583.0  5360.1 29034.4  30359.9    30380  1622073337318  1622073347597
read      425.2   547.0    74.4   115.5   138.5   357.1   442.2   496.9   539.0   589.2   667.1   966.3  1592.4  6492.5 24263.9  30439.1    30390  1622073349099  1622073359355
read      440.2   560.1    68.9   115.7   138.3   358.9   448.4   507.7   554.4   612.6   719.6  1089.7  1673.4  6348.8 28216.2  30363.3    30400  1622073360857  1622073371121
read      431.6   593.5    68.9   116.0   139.7   366.1   450.5   505.0   548.3   598.6   670.6   894.3  1617.1  6783.9 31058.4  30470.3    30410  1622073372623  1622073382887
read      412.6   483.2    68.9   118.9   142.6   341.0   421.9   474.3   519.6   576.6   670.2  1020.5  1540.5  5296.3 19963.3  30350.7    30420  1622073384390  1622073394654
