#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      376.0   262.2    68.9   128.3   153.7   346.4   427.7   476.6   513.9   556.2   609.2   691.8   989.5  1882.1  9212.9  29989.7    30000  1622067675784  1622067696111
read      391.0   350.9    68.9   125.0   149.2   348.8   436.2   489.5   528.6   574.6   633.6   741.6  1226.3  3645.2 12587.9  29984.3    30010  1622067697613  1622067717935
read      426.1   690.9    74.4   116.3   134.5   306.5   411.0   481.5   540.5   623.0   785.9  1067.7  2088.4  6089.1 31632.0  30053.6    30020  1622067719438  1622067739724
read      375.7   457.7    68.9   120.9   143.0   328.6   408.1   459.7   497.2   540.6   595.0   690.5  1183.7  4915.8 21509.4  30072.7    30030  1622067741226  1622067761495
read      391.5   288.5    68.9   128.9   155.6   365.0   449.0   499.9   536.6   579.2   633.0   719.9   987.5  2128.0 10356.6  30052.2    30040  1622067762997  1622067783279
read      376.0   251.0    68.9   128.4   154.5   350.4   430.1   478.6   514.2   555.4   606.9   685.7   920.6  1823.0  8830.6  29955.9    30050  1622067784781  1622067805062
read      428.4   559.6    68.9   119.3   141.3   339.8   440.1   503.2   552.3   619.7   732.8  1041.8  1690.3  5662.1 28389.2  30028.7    30060  1622067806565  1622067826835
read      508.2   858.8    68.9   120.2   142.1   345.0   457.0   539.9   618.8   781.6  1062.7  1346.3  2930.7  8740.4 32156.2  30082.1    30070  1622067828337  1622067848589
read      393.8   271.1    68.9   130.2   157.5   368.0   453.8   502.9   539.4   582.2   636.6   724.3   973.7  2311.4  9332.0  30060.7    30080  1622067850091  1622067870343
read      447.0  1434.6    74.4   128.0   153.4   369.9   464.0   522.7   566.3   618.3   686.6   821.5  1532.9  5381.4 98444.9  30124.8    30090  1622067871845  1622067892107
read      448.8   643.7    68.9   120.8   142.5   342.7   437.4   502.0   554.2   627.4   782.5  1155.1  1923.8  7345.3 30709.1  30108.7    30100  1622067893609  1622067913870
read      415.0   550.4    68.9   123.1   145.9   342.9   428.0   482.0   524.8   576.3   649.1   903.3  1607.8  6258.7 25330.8  30137.8    30110  1622067915372  1622067935630
read      390.1   488.6    68.9   122.6   144.9   332.0   418.3   472.7   513.9   562.6   628.3   769.8  1364.3  5110.5 23795.4  30093.9    30120  1622067937132  1622067957399
read      443.5   645.9    68.9   119.9   142.1   345.1   434.6   496.3   545.4   611.9   749.6  1146.7  1787.7  7315.0 30836.2  30169.1    30130  1622067958902  1622067979152
read      366.4   287.3    68.9   123.4   146.6   335.6   412.7   461.2   496.8   538.1   589.2   675.2  1076.6  2757.0  8907.3  30085.2    30140  1622067980655  1622068000903
read      395.9   495.9    68.9   125.6   149.4   344.3   435.3   488.9   528.4   575.5   637.6   748.1  1227.5  5601.3 19869.6  30118.6    30150  1622068002406  1622068022653
read      429.9   631.3    68.9   119.3   140.2   333.1   425.0   486.2   535.3   598.9   720.1  1086.9  1740.2  7175.0 30745.7  30147.0    30160  1622068024155  1622068044417
read      391.6   489.4    68.9   124.3   146.4   337.9   423.5   474.7   513.9   560.1   622.0   741.9  1409.7  4936.5 23814.0  30130.2    30170  1622068045919  1622068066171
read      362.3   258.6    63.8   124.9   149.2   336.4   412.6   459.1   495.0   536.4   586.2   664.6   886.1  2259.0  8764.9  30142.7    30180  1622068067673  1622068087947
read      371.8   241.0    74.4   127.6   153.2   346.3   425.7   472.3   509.0   550.7   602.9   682.9   910.5  1890.9  8536.8  30170.8    30190  1622068089449  1622068109718
read      371.9   244.8    74.4   127.0   152.2   347.7   425.9   470.3   506.8   549.4   600.6   678.8   919.4  1959.5  8208.7  30145.4    30200  1622068111220  1622068131485
read      414.9   456.5    68.9   128.2   153.2   356.7   449.4   504.5   546.3   599.0   675.6   847.5  1427.4  4578.5 16579.0  30169.8    30210  1622068132988  1622068153238
read      537.3   751.7    68.9   118.9   141.9   354.7   483.0   602.5   795.3  1037.8  1206.6  1421.0  2035.8  8273.1 31338.0  30247.8    30220  1622068154740  1622068175019
read      425.7   555.9    68.9   122.9   145.8   344.1   434.3   493.6   538.8   595.3   691.5  1070.2  1612.2  6777.6 30294.8  30209.0    30230  1622068176522  1622068196778
read      408.0   376.1    68.9   130.3   154.1   350.0   446.6   501.8   543.0   593.6   668.8   846.2  1441.9  3618.0 12545.6  30224.5    30240  1622068198280  1622068218539
read      419.0   598.7    68.9   122.5   144.3   344.7   429.0   482.6   524.1   574.1   642.6   893.1  1675.1  7131.1 30430.6  30201.5    30250  1622068220042  1622068240289
read      414.4   558.9    68.9   123.1   146.4   350.3   435.3   490.0   531.4   580.6   648.0   838.6  1527.3  6699.6 30159.0  30189.5    30260  1622068241791  1622068262047
